en,gu
About,વિશે
Resources,સંસાધનો
Resources,સંસાધનો
Vaccination Schedule,રસીકરણ શેડ્યૂલ
Dashboard,ડેશબોર્ડ
Dashboard,ડેશબોર્ડ
Mission Utkarsh,Mission Utkarsh
Helpdesk,હેલ્પડેસ્ક
Beneficiary Redressal,લાભાર્થી અસંતોષ નિવારણ
State Helpdesk,રાજ્ય હેલ્પડેસ્ક
FAQ,વારંવાર પૂછાતા પ્રશ્નો
Poshan Calculator,લાભાર્થી અસંતોષ નિવારણ
Login,પ્રવેશ
Poshan Calculator,પોષણ કેલ્ક્યુલેટર
Poshan Calculator is designed to measure growth of the child based on standards defined by World Health Organization (WHO).,વર્લ્ડ હેલ્થ ઓર્ગનાઈઝેશન(WHO) દ્વારા નિર્ધારિત ધોરણોના આધારે બાળકના વિકાસને માપવા માટે પોષણ કેલ્ક્યુલેટર ની રચના કરવામાં આવેલ છે.
How to use Poshan Calculator?,પોષણ કેલ્ક્યુલેટરનો ઉપયોગ કેવી રીતે કરવો?
Select Gender,જાતિ પસંદ કરો
Enter Date of Birth,જન્મ તારીખ દાખલ કરો
Enter Height in centimeter,સેન્ટીમીટરમાં ઊંચાઈ દાખલ કરો
Enter Weight in kilogram,કિલોગ્રામમાં વજન દાખલ કરો
Click on Show Results,પરિણામો બતાવો પર ક્લિક કરો
Gender ,લિંગ 
*,*
Boy,છોકરો
Girl,છોકરી
Date of Birth ,જન્મ તારીખ 
*,*
Height (CM) ,ઊંચાઈ (સે.મી) 
*,*
*Height should be between 38 to 150,*ઊંચાઈ 38 થી 150 વચ્ચે હોવી જોઈએ
CM,સે.મી
Weight (KG) ,વજન (કિલો) 
*,*
*Weight should be between 0.90 to 58,*વજન 0.90 થી 58 વચ્ચે હોવી જોઈએ
KG,કિલો
Show Results,પરિણામો દર્શાવો
What is Poshan Calculator,પોષણ કેલ્ક્યુલેટર શું છે
Poshan Calculator helps to identify various health conditions of the child as per World Health Organization (WHO) standards.,પોશન કેલ્ક્યુલેટર વર્લ્ડ હેલ્થ ઓર્ગેનાઈઝેશન (ડબ્લ્યુએચઓ) ના ધોરણો અનુસાર બાળકની વિવિધ આરોગ્ય સ્થિતિઓને ઓળખવામાં મદદ કરે છે.
WHO standards are :,WHO ધોરણો છે :
Stunting ( Height for Age)- ,સ્ટંટીંગ (ઉમર માટે ઊંચાઈ)- 
0 months to 6 years,0 મહિનાથી 6 વર્ષ
Severely Stunted,ગંભીરપણે અવિકસીત
Moderately stunted,સાધારણ સ્ટંટેડ
Normal,સામાન્ય
Underweight (Weight for Age)- ,ઓછું વજન (ઉંમર માટે વજન)- 
0 months to 6 years,0 મહિનાથી 6 વર્ષ
Severely Underweight,ગંભીર રીતે ઓછું વજન
Moderately Underweight,મધ્યમ પ્રમાણમાં કુપોષણ
Normal,સામાન્ય
Wasting (Weight for Height)- ,બગાડ (ઉંચાઈ માટે વજન)- 
0 months to 5 years,0 મહિનાથી 5 વર્ષ
Severely Wasted (SAM),ગંભીર રીતે વેડફાઇ ગયેલ (SAM)
Moderately Wasted (MAM),સાધારણ બગાડ (MAM)
Normal,સામાન્ય
Overweight,વધારે વજન
Obese,મેદસ્વી
Above standards are defined as per given above mentioned age brackets,ઉપરોક્ત ધોરણો ઉપર દર્શાવેલ વય કૌંસ મુજબ વ્યાખ્યાયિત કરવામાં આવે છે
About Reference tables,સંદર્ભ કોષ્ટકો વિશે
The WHO Multicentre Growth Reference Study (MGRS) was undertakenbetween 1997 and 2003 to generate new growth curves for assessing the growth and development of infants and young children around the world.,WHO મલ્ટિસેન્ટર ગ્રોથ રેફરન્સ સ્ટડી (MGRS) 1997 અને 2003 ની વચ્ચે વિશ્વભરમાં શિશુઓ અને નાના બાળકોની વૃદ્ધિ અને વિકાસનું મૂલ્યાંકન કરવા માટે નવા વૃદ્ધિ વળાંકો પેદા કરવા માટે હાથ ધરવામાં આવ્યું હતું.
"The MGRS collected primary growth data and related information from approximately 8500 children from widely different ethnic backgrounds and cultural settings (Brazil, Ghana, India, Norway, Oman and the USA).","MGRS એ વ્યાપકપણે વિવિધ વંશીય પૃષ્ઠભૂમિ અને સાંસ્કૃતિક સેટિંગ્સ (બ્રાઝિલ, ઘાના, ભારત, નોર્વે, ઓમાન અને યુએસએ) ના આશરે 8500 બાળકો પાસેથી પ્રાથમિક વૃદ્ધિ ડેટા અને સંબંધિત માહિતી એકત્રિત કરી."
The new growth curves are expected to provide a single international standard that represents the best description of physiological growth for all children from birth to five years of age and to establish the breastfed infant as the normative model for growth and development.,નવા વૃદ્ધિ વળાંકો એક આંતરરાષ્ટ્રીય ધોરણ પ્રદાન કરે તેવી અપેક્ષા છે જે જન્મથી પાંચ વર્ષ સુધીના તમામ બાળકો માટે શારીરિક વૃદ્ધિનું શ્રેષ્ઠ વર્ણન રજૂ કરે છે અને સ્તનપાન કરાવતા શિશુને વૃદ્ધિ અને વિકાસ માટે આદર્શ મોડેલ તરીકે સ્થાપિત કરે છે.
How to revive your Health?,તમારા સ્વાસ્થ્યને કેવી રીતે પુનર્જીવિત કરવું?
How to revive your health if you are Severely Wasted (SAM),જો તમે ગંભીર રીતે અશક્ત હોવ તો તમારા સ્વાસ્થ્યને કેવી રીતે પુનર્જીવિત કરવું (SAM)
How to revive your health if you are Moderately Wasted (MAM),જો તમે સાધારણ રીતે અશક્ત હોવ તો તમારા સ્વાસ્થ્યને કેવી રીતે પુનર્જીવિત કરવું (MAM)
How to revive your health if you are Underweight,જો તમારું વજન ઓછું હોય તો તમારા સ્વાસ્થ્યને કેવી રીતે પુનર્જીવિત કરવું
×,×
×,×
×,×
Support,મદદ
 14408, 14408
 support-poshantrackr@gov.in, support-poshantrackr@gov.in
Download Mobile App,મોબાઈલ એપ ડાઉનલોડ કરો
Powered By,Powered By
About,વિશે
Resources,સંસાધનો
Dashboard,ડેશબોર્ડ
Helpdesk,હેલ્પડેસ્ક
FAQ,વારંવાર પૂછાતા પ્રશ્નો
Poshan Calculator,પોષણ કેલ્ક્યુલેટર
Terms of Service,સેવાની શરતો
Privacy Policy,પ્રાઇવસી પોલિસી
