en,kok
Total Number of  lactating mothers registered(National/state/district/block wise),नोंदणीकृत जाल्ल्या दुग्धधारण करपी आवयांचो एकूण आंकडो (राश्ट्रीय/राज्य/जिल्लो/ब्लॉक पांवड्यार)
Total Number of children (0-6months) registered(National/state/district/block wise),नोंदणीकृत भुरग्यांचो (0-6 म्हयने) एकूण आंकडो (राश्ट्रीय/राज्य/जिल्लो/ब्लॉक पांवड्यार)
Total Number of children (6months-3years) registered(National/state/district/ block wise),नोंदणीकृत भुरग्यांचो (6 म्हयने - 3 वर्स) एकूण आंकडो (राश्ट्रीय/राज्य/जिल्लो/ब्लॉक पांवड्यार)
Total Number of children (3-6years) registered(National/state/district/ block wise),नोंदणीकृत भुरग्यांचो (3 - 6 वर्स) एकूण आंकडो (राश्ट्रीय/राज्य/जिल्लो/ब्लॉक पांवड्यार)
Maternal and child nutrition:,आवय आनी भुरग्याचें पोशण:
How many beneficiaries got THR in 21 days,21 दिसां भितर कितल्या लाभार्थ्यांक टीएचआर फावो जालो?
How many children breastfed exclusively in the first hour after delivery,डिलिवरीच्या पयल्या वरा भितर कितल्या भुरग्यांक आवयचें दूद दिल्ले?
How many lactating mothers are given HCM,कितल्या दुग्धधारण करपी आवयांक एचसीएम दिला?
Average level of calcium in children aged 3-6 years,डिलिवरीच्या पयल्या वरा भितर कितल्या भुरग्यांक आवयचें दूद दिल्ले?
Average level of iron in children aged 3-6years,3-6 वर्साच्या भुरग्यांत कॅलशियमाचो सरासरी स्तर
"Total number of vaccinations administered per month (block, district, state, national level)",3-6 वर्साच्या भुरग्यांत आयरनाचो सरासरी स्तर
Vaccinations specific report administered per month (BCG/OPV/Hepatitis B/Rotavirus/Polio/Pneumococcal/Pentavalent,"दर म्हयन्याक नियंत्रीत केल्ल्या वासिनांचो एकूण आंकडो (ब्लॉक, जिल्लो, राज्य , राश्ट्रीय पांवड्यार)"
AWC infrastructure:,दर म्हयन्याक नियंत्रीत केल्लो वासिनीकरणाचो विशिश्ट अहवाल (बीसीजी/ओपीवी/हॅपटायसीस B /रोटावायरस/ पोलियो/न्यूमोकोकल/पेंटावेलंट)
"Number of AWCs (block, district, state, national level)",आंगनवाडी केंद्र आधारभूत संरचना:
"Total number of Balvatikas (block district, state, national level)","आंगनवाडींचो आंकडो (ब्लॉक, जिल्लो, राज्य , राश्ट्रीय पांवड्यार)"
"Total number of AWCs (block, district, state, national level) with clean drinking water","बालवाटिकांचो एकूण आंकडो (ब्लॉक, जिल्लो, राज्य , राश्ट्रीय पांवड्यार)"
"Total number of AWCs (block, district, state, national level) with working weighing scale","निवळ पिवपाचें उदक आशिल्ले आंगनवाडींचो एकूण आंकडो (ब्लॉक, जिल्लो, राज्य , राश्ट्रीय पांवड्यार)"
"Total number of AWCs (block, district, state, national level) with electricity","वजन मापन आशिल्ले आंगनवाडींचो एकूण आंकडो (ब्लॉक, जिल्लो, राज्य , राश्ट्रीय पांवड्यार)"
Total number of AWCs that are government owned,"वीज सुविधा आशिल्ले आंगनवाडींचो एकूण आंकडो (ब्लॉक, जिल्लो, राज्य , राश्ट्रीय पांवड्यार)"
Total number of AWCs that are privately owned,सरकारी आंगनवाडींचो एकूण आंकडो
How to contact Poshan Tracker Team?,खाजगी आंगनवाडींचो एकूण आंकडो
Poshan Tracker Team can be contacted by sending emails at support-poshantrackr@gov.in. For handholding and support we are also available over Video Conference each day 4:15 PM to 5:15 PM.,पोशण ट्रॅकर पंगडा कडेन संपर्क कसो करचो?
Can a beneficiary register directly using application.,support-poshantrackr@gov.in ह्या ईमेलाचेर ईमेल धाडून पोशान ट्रॅकर पंगडा कडेन संपर्क सादूं येता. हात धरपा खातीर आनी आदार खातीर आमी व्हिडियो कॉन्फरन्साचेरूय दर दिसा 4:15 PM ते 5:15 PM मेरेन उपलब्ध आसात.
Currently a beneficiary can register by the help of an AWW,अर्ज वापरून लावार्थी थेट नोंदणी करूंक शकता.
Who is a beneficiary?,सद्या लावार्थी एडब्ल्यूडब्ल्यूच्या आदारान नोंदणी करूंक शकता
There are 6 categories for beneficiaries,लावार्थी म्हळ्यार कोण?
Pregnant Women,लावार्थ्यां खातीर 6 वर्ग आसात
Lactating Mother,गुरवार बायलो
Children from 0 to 6 months,दुदाक धरपी आवय
Children from 6 months to 3 years,0 ते 6 म्हयन्यांचीं भुरगीं
Children from 3 years to 6 years,6 म्हयन्यां सावन 3 वर्सां मेरेनचीं भुरगीं
Adolescent girls,3 वर्सां ते 6 वर्सां मेरेनचीं भुरगीं
Can a beneficiary change his/her AWC?,किशोरवयीन चलयो
