en,gu
The WHO Multicentre Growth Reference Study (MGRS) was undertakenbetween 1997 and 2003 to generate new growth curves for assessing the growth and development of infants and young children around the world.,"પોષણ ટ્રેકર એપ્લિકેશન પર લૉગિન કરતાં સમયે, કાર્યકરોને તેમના દ્વારા સેટ કરેલ એમપિન દાખલ કરવો જરૂરી છે."
"The MGRS collected primary growth data and related information from approximately 8500 children from widely different ethnic backgrounds and cultural settings (Brazil, Ghana, India, Norway, Oman and the USA).",આ એમપિન પોષણ ટ્રેકર એપ્લિકેશન ચલાવવા અને લાભાર્થીઓના ફોર્મમાં માહિતી દાખલ કરવા માટે પાસકોડ તરીકે કાર્ય કરશે.
The new growth curves are expected to provide a single international standard that represents the best description of physiological growth for all children from birth to five years of age and to establish the breastfed infant as the normative model for growth and development.,એમપિન કેવી રીતે ફરીથી સેટ કરવું?
How to revive your Health?,એમપિનને કોઈપણ વપરાશકર્તા જેમ કે આંગણવાડી કાર્યકર/ આંગણવાડી કેન્દ્રો દ્વારા સરળતાથી ફરીથી સેટ કરી શકાય છે.
How to revive your health if you are Severely Wasted (SAM),તમારે ફરગોટ એમપિન પર ક્લિક કરવાની જરૂર છે અને તમારો નોંધાયેલ મોબાઇલ નંબર દાખલ કરવો પડશે.
How to revive your health if you are Moderately Wasted (MAM),તમે તમારા નોંધાયેલા મોબાઈલ નંબર પર ઓટીપી પ્રાપ્ત થશે અને તમે તમારો એમપિન સરળતાથી ફરીથી સેટ કરી શકો છો.
How to revive your health if you are Underweight,પોષણ ટ્રેકર એપ્લિકેશન કેટલી ભાષાઓમાં ઉપલબ્ધ છે?
×,પોષણ ટ્રેકર એપ્લિકેશન 22 વિવિધ ભાષાઓમાં ઉપલબ્ધ છે.
×,ઉપલબ્ધ વિવિધ ભાષાઓ છે:
×,અંગ્રેજી
Support,હિન્દી
14408,ગુજરાતી
support-poshantrackr@gov.,પંજાબી
in,મરાઠી
Download Mobile App,બાંગ્લા
Powered By,કન્નડ
About,તમિળ
Resources,તેલુગુ
Dashboard,મલયાલમ
Helpdesk,ઓડિયા
FAQ,આસામી
Poshan Calculator,Nepali
Terms of Service,Dogri
Privacy Policy,Konkani
Careers,Sindhi
Copyright@2023  Poshan Tracker.,Bodo
All rights reserved,Maithili
You need to enable JavaScript to run this app.,Manipuri
Poshan Helpline:,Santhali
14408,Urdu
JanAndolan,Kashmiri
ABHA (Health ID),આંગણવાડી કાર્યકર અથવા કેન્દ્ર ફોર્મ ભરતી વખતે કેટલી ભાષાઓમાં ડેટા દાખલ કરી શકે છે?
Language,આંગણવાડી કાર્યકર ફક્ત અંગ્રેજી ભાષામાં જ ફોર્મ ભરી શકે છે.
English,પોષણ ટ્રેકર એપ્લિકેશનમાં કેટલા વિવિધ ફોર્મ આપેલા છે?
हिंदी,લાભાર્થીઓ માટે 7 વિવિધ પ્રકારનાં ફોર્મ છે.
ગુજરાતી,જેમાં શામેલ છે:
મરાઠી,સ્તનપાન કરાવતી માતા
ಕನ್ನಡ,સગર્ભા સ્ત્રીઓ
മലയാളം,બાળક 0-6 મહિના
தமிழ்,બાળક 6 મહિનાથી 3 વર્ષ
తెలుగు,બાળક 3 વર્ષથી 6 વર્ષ
বাংলা,કિશોરવયની છોકરીઓ (11 વર્ષ -19 વર્ષ)
অসমীয়া,આંગણવાડી કેન્દ્ર ફોર્મમાં કઈ માહિતી ઉમેરવાની છે?
ਪੰਜਾਬੀ,"આંગણવાડી કાર્યકરોને, એક ચોક્કસ આંગણવાડી કેન્દ્રમાં હાજર માળખા સાથે સંબંધિત વિગતો દાખલ કરવી જરૂરી છે."
ଓଡ଼ିଆ,"આમાં માળખું, પાયાની સુવિધાઓ, સગવડો, સ્વચ્છતા, પીવાનું પાણી વગેરે શામેલ છે."
नेपाली,જો આંગણવાડી કાર્યકરો તેમના મોબાઇલ નંબર દ્વારા નોંધણી કરવામાં અસમર્થ હોય તો એપ્લિકેશન પર કેવી રીતે સાઇન અપ કરી શકે છે?
डोगरी,"જો આંગણવાડી કાર્યકરો પોતાણી નોંધણી કરવામાં અસફળ થાય, તો તેની 2 શક્યતાઓ હોઈ શકે છે:"
कोंकणी,એમઓડબ્લ્યુસીડીને રાજ્યો દ્વારા પ્રદાન કરવામાં આવેલા ડેટામાં તેમનો મોબાઇલ નંબર હાજર નથી.
सिंधी,તેઓ સિસ્ટમમાં નવા ઉમેરાયા છે અને તેમનો મોબાઈલ નંબર રાજ્ય સેલ દ્વારા એમઓડબ્લ્યુસીડીને હજી પ્રદાન કરવામાં આવ્યો નથી.
बोडो,ઉપરોક્ત બંને કેસોમાં રાજ્ય નોડલ અધિકારીઓને કોઈપણ આંગણવાડી કાર્યકરને ઉમેરવા / સંપાદન / સક્રિય / નિષ્ક્રિય કરવા માટે સત્તા આપવામાં આવી છે.
मैथिली,પોષણ ટ્રેકર ડેશબોર્ડને કેવી રીતે ચલાવી શકાય છે?
মণিপুরী,ડેશબોર્ડ પર સાઇન ઇન કરીને પોષણ ટ્રેકર ડેશબોર્ડ ને ચલાવી શકાય છે. https://poshantracker. in/admin
संथाली,લિંક પર ક્લિક કરીને ડેશબોર્ડને ચલાવી શકાય છે.
اردو,"રાષ્ટ્રીય, રાજ્ય, જિલ્લા, પરિકલ્પના અને ડેશબોર્ડને ચલાવવા માટે સેક્ટર કક્ષાના નોડલ કક્ષાના નામાંકિત અધિકારીઓને જ અનન્ય પ્રમાણપત્ર આપવામાં આવે છે."
کٲشُر,આંગણવાડી કાર્યકરોને/આંગણવાડી કેન્દ્રોને કેવી રીતે ઉમેરી શકાય છે?
About,આંગણવાડી કાર્યકરો/આંગણવાડી કેન્દ્રોને ફક્ત નોડલ કક્ષાના અધિકારી દ્વારા ઉમેરી શકાય છે.
Resources,વંશવેલોમાં ઉપરના ભાગમાં જણાવેલ કોઈપણ અધિકારી.
Resources,"રાષ્ટ્રીય કક્ષાનો વપરાશકર્તા રાજ્ય, જિલ્લા, પરિયોજના અને ખંડ કક્ષાના વપરાશકર્તા બનાવી શકે છે."
Vaccination Schedule,"રાજ્ય કક્ષાનો વપરાશકર્તા જિલ્લા, પરિયોજના અને ખંડ કક્ષાનો વપરાશકર્તા બનાવી શકે છે."
Dashboard,જિલ્લા કક્ષાનો વપરાશકર્તા પરિયોજના અને ખંડ કક્ષાનો વપરાશકર્તા બનાવી શકે છે.
Dashboard,"પરિયોજના કક્ષાનો વપરાશકર્તા, ખંડ કક્ષાનો વપરાશકર્તા બનાવી શકે છે."
Mission Utkarsh,પોષણ ટ્રેકર ડેશબોર્ડ પર કેટલા વિવિધ પ્રકારનાં અહેવાલો ઉત્પન્ન થઈ શકે છે?
Helpdesk,એપમાંથી વિવિધ અહેવાલો પેદા કરી શકાય છે
Beneficiary Redressal,સામાન્ય અહેવાલો:
State Helpdesk,એપ્લિકેશન ડાઉનલોડની સંખ્યા
FAQ,નોંધાયેલ આંગણવાડી કેન્દ્રોણી સંખ્યા
Poshan Calculator,નોંધાયેલા કુલ લાભાર્થીઓની સંખ્યા (રાષ્ટ્રીય / રાજ્ય / જિલ્લા /ખંડ)
Login,નોંધાયેલ સગર્ભા સ્ત્રીઓની કુલ સંખ્યા (રાષ્ટ્રીય / રાજ્ય / જિલ્લા / ખંડ મુજબ)
OPEN A NEW TICKET,નોંધાયેલ સ્તનપાન કરાવતી માતાની કુલ સંખ્યા (રાષ્ટ્રીય / રાજ્ય / જિલ્લા / ખંડ મુજબ)
CHECK TICKET STATUS,નોંધાયેલા બાળકોની કુલ સંખ્યા (0-6 મહિના) (રાષ્ટ્રીય / રાજ્ય / જિલ્લા / ખંડ મુજબ)
Create a New Ticket,નોંધાયેલ કુલ બાળકોની સંખ્યા (6 મહિના -3 વર્ષ) નોંધાયેલ (રાષ્ટ્રીય / રાજ્ય / જિલ્લા / ખંડ મુજબ)
Please fill in the form below to create a new ticket.,કુલ બાળકોની સંખ્યા (3-6 વર્ષ) નોંધાયેલ (રાષ્ટ્રીય / રાજ્ય / જિલ્લા / ખંડ મુજબ)
